Mapped at 0x7fab9b55f000 (0x4e3f68)
Index	S	r	M	M
1345	51	166	242	218
1346	255	64	245	230
1347	242	64	255	230
1348	258	48	242	64
1349	242	243	54	239
1350	194	64	252	51
1351	242	48	255	230
1352	218	64	252	230
1353	245	64	258	230
1354	61	258	239	448
1355	242	64	252	233
1356	258	48	242	243
1357	245	61	255	227
1358	200	64	255	227
1359	51	258	255	230
1360	245	51	255	230
1361	245	61	242	227
1362	245	48	234	51
1363	258	233	64	255
1364	294	64	245	64
1365	242	64	218	240
1366	255	51	255	230
1367	231	48	242	230
1368	64	255	242	240
1369	64	64	255	230
1370	221	61	255	230
1371	218	48	255	221
1372	255	51	239	64
1373	61	234	239	485
1374	245	48	255	258
1375	448	64	258	230
1376	242	64	243	230
1377	64	255	242	243
1378	61	64	245	243
1379	255	51	218	230
1380	258	64	245	243
1381	255	51	239	64
1382	242	230	67	258
1383	415	64	252	230
1384	258	61	242	230
1385	258	48	242	227
1386	255	61	258	230
1387	64	258	242	243
1388	245	64	255	221
1389	242	48	255	230
1390	258	64	154	51
1391	48	245	255	230
1392	48	64	255	227
1393	245	61	258	230
1394	258	48	242	243
1395	245	64	255	51
1396	258	233	67	255
1397	194	48	242	64
1398	255	51	242	240
1399	245	61	258	227
1400	258	48	242	243
1401	51	245	255	230
1402	503	64	258	230
1403	242	64	255	230
1404	245	64	255	233
1405	148	51	242	230
1406	64	255	242	243
1407	218	48	245	243
1408	245	64	255	230
1409	242	64	218	51
1410	258	233	67	258
1411	194	61	255	51
1412	294	64	258	227
1413	242	64	255	230
1414	255	51	242	227
1415	233	64	255	221
1416	64	245	255	230
1417	258	64	242	227
1418	245	51	255	230
1419	258	61	151	51
1420	242	243	54	245
1421	591	64	252	51
1422	242	61	255	227
1423	258	51	242	243
1424	245	61	258	230
1425	64	64	258	230
1426	51	255	252	233
1427	255	51	239	243
1428	245	61	215	243
1429	242	64	221	243
1430	64	255	242	227
1431	64	61	242	243
1432	255	64	218	243
1433	258	64	242	230
1434	218	48	242	64
1435	64	245	239	227
1436	242	64	252	230
1437	218	64	258	230
1438	258	51	239	234
1439	258	48	51	64
1440	237	451	64	61
1441	248	61	218	230
1442	245	64	255	230
1443	218	64	255	227
1444	231	51	242	240
1445	51	245	248	243
1446	231	51	1203	230
1447	255	64	218	227
1448	258	48	245	243
1449	246	51	227	64
1450	245	230	67	245
1451	245	61	255	51
1452	255	64	239	243
1453	245	64	255	227
1454	255	51	242	243
1455	51	245	218	243
1456	245	61	255	230
1457	245	61	255	230
1458	255	51	233	227
1459	64	603	255	221
1460	255	51	239	243
1461	258	51	218	230
1462	242	61	255	230
1463	245	64	255	230
1464	64	258	215	227
1465	258	48	245	243
1466	242	64	231	227
1467	242	64	249	51
1468	245	243	54	242
1469	197	61	255	51
1470	245	61	255	221
1471	255	51	242	243
1472	242	64	258	230
1473	64	258	242	231
1474	245	61	255	230
1475	258	48	242	243
1476	245	61	255	109
1477	258	64	64	242
1478	242	476	67	64
1479	258	64	242	230
1480	242	61	255	230
1481	258	51	245	243
1482	194	48	215	233
1483	61	258	1160	240
1484	255	51	242	243
1485	255	48	221	218
1486	255	51	245	243
1487	61	242	255	227
1488	64	64	258	221
1489	245	48	258	230
1490	255	51	242	243
1491	245	64	252	64
1492	258	230	67	255
1493	245	61	255	51
1494	258	64	242	230
1495	242	64	258	230
1496	258	51	242	240
1497	51	255	421	243
1498	255	64	239	230
1499	245	64	255	230
1500	255	51	242	240
1501	64	255	245	230
1502	64	64	215	227
1503	245	61	258	230
1504	258	51	242	218
1505	245	61	218	64
1506	51	255	242	227
1507	227	61	245	230
1508	258	51	224	227
1509	245	61	164	51
1510	221	243	51	242
1511	258	61	245	51
1512	255	51	242	243
1513	218	64	242	243
1514	218	64	239	221
1515	51	242	258	230
1516	64	61	579	227
1517	255	61	242	243
1518	245	64	258	230
1519	255	61	218	64
1520	797	230	67	64
1521	255	64	242	233
1522	242	61	228	230
1523	255	51	245	231
1524	255	64	258	230
1525	61	255	245	227
1526	245	64	161	51
1527	258	64	242	243
1528	242	64	164	51
1529	255	230	67	255
1530	234	48	242	64
1531	242	64	255	233
1532	258	64	242	243
1533	218	64	258	230
1534	48	245	255	230
1535	255	48	566	243
1536	258	64	245	230
1537	255	48	245	240
1538	258	48	121	64
1539	245	233	67	239
1540	255	51	245	243
1541	245	64	258	230
1542	258	48	215	221
1543	230	51	245	230
1544	64	258	242	243
1545	248	64	215	230
1546	245	61	242	227
1547	224	61	164	51
1548	64	245	242	227
1549	64	64	252	230
1550	231	51	242	243
1551	245	61	258	221
1552	215	64	258	230
1553	48	242	255	227
1554	258	48	651	243
1555	242	61	255	230
1556	242	64	239	233
1557	733	64	255	230
1558	61	242	215	230
1559	245	48	255	230
1560	231	51	258	230
1561	255	64	242	218
1562	51	51	242	243
1563	64	258	261	230
1564	218	64	237	227
1565	242	61	258	230
1566	245	61	164	64
1567	258	230	67	255
1568	200	51	245	64
1569	245	64	255	227
1570	245	64	221	230
1571	221	61	255	230
1572	64	230	255	230
1573	245	61	255	442
1574	242	61	255	230
1575	255	51	242	243
1576	258	64	215	64
1577	255	230	67	252
1578	255	64	242	227
1579	255	51	215	230
1580	242	64	255	230
1581	158	64	252	227
1582	51	245	215	230
1583	309	64	252	233
1584	228	51	245	243
1585	248	61	218	48
1586	242	246	54	242
1587	215	64	255	51
1588	258	51	242	234
1589	245	64	252	233
1590	228	51	218	230
1591	64	242	255	230
1592	245	61	255	445
1593	255	48	234	1142
1594	242	64	252	230
1595	242	61	255	230
1596	64	255	215	227
1597	245	61	255	230
1598	242	61	242	230
1599	242	64	255	227
1600	48	258	242	230
1601	242	64	252	230
1602	403	61	258	227
1603	245	61	258	230
1604	255	51	54	51
1605	245	230	51	228
1606	245	64	255	233
1607	242	51	258	233
1608	255	48	242	243
1609	151	51	234	230
1610	64	255	242	243
1611	242	61	255	548
1612	258	48	242	243
1613	242	64	239	233
1614	64	242	255	227
1615	64	61	255	227
1616	245	48	234	227
1617	258	48	242	243
1618	255	51	258	64
1619	64	258	215	230
1620	245	64	258	230
1621	409	48	242	243
1622	242	64	164	64
1623	258	233	51	255
1624	194	48	242	61
1625	255	64	239	218
1626	258	61	242	243
1627	218	64	255	233
1628	48	218	215	1124
1629	233	61	255	230
1630	245	61	255	51
1631	258	48	242	243
1632	242	64	252	51
1633	258	233	67	252
1634	245	61	215	61
1635	255	51	258	233
1636	227	48	255	230
1637	258	51	215	227
1638	51	245	255	230
1639	215	64	258	230
1640	554	64	234	230
1641	242	64	270	64
1642	64	224	255	227
1643	51	51	242	240
1644	242	64	258	230
1645	218	61	242	230
1646	245	64	252	51
1647	242	237	51	242
1648	194	64	227	51
1649	242	64	255	230
1650	245	51	255	230
1651	245	64	224	230
1652	64	245	245	243
1653	48	48	255	230
1654	255	64	218	243
1655	261	64	242	243
1656	245	48	255	230
1657	51	255	231	230
1658	258	48	242	230
1659	642	64	252	233
1660	255	51	242	64
1661	258	230	67	255
1662	194	64	245	51
1663	245	61	255	221
1664	255	64	245	246
1665	255	64	239	930
1666	51	242	215	230
1667	64	258	255	227
1668	245	48	255	230
1669	242	61	255	227
1670	242	51	255	230
1671	61	255	242	240
1672	51	51	242	230
1673	245	64	255	227
1674	245	64	255	230
1675	258	51	242	61
1676	48	245	255	230
1677	258	48	242	243
1678	242	64	218	243
1679	258	61	151	51
1680	242	243	54	245
1681	251	51	258	64
1682	245	61	255	230
1683	258	51	215	230
1684	242	64	258	230
1685	61	242	215	230
1686	64	64	255	221
1687	258	48	242	243
1688	231	51	255	230
1689	258	61	242	48
1690	242	230	67	255
1691	218	64	258	51
1692	255	64	242	237
1693	245	64	255	230
1694	242	64	255	230
1695	48	242	255	227
1696	255	51	245	243
1697	255	48	282	243
1698	255	48	151	51
1699	51	245	252	230
1700	64	61	245	227
1701	242	61	255	230
1702	1067	51	245	243
1703	258	51	221	230
1704	61	255	221	227
1705	242	61	255	230
1706	258	51	242	243
1707	261	61	242	243
1708	245	48	91	48
1709	242	243	51	239
1710	258	48	242	243
1711	242	64	258	221
1712	258	48	242	243
1713	260	48	239	230
1714	64	242	245	243
1715	245	61	218	243
1716	245	61	400	240
1717	255	64	161	48
1718	245	246	54	242
1719	258	51	239	64
1720	215	64	258	230
1721	242	64	218	227
1722	242	61	255	230
1723	64	224	239	218
1724	51	61	252	236
1725	255	48	242	243
1726	215	64	245	243
1727	255	64	245	221
1728	48	242	255	230
1729	255	64	242	227
1730	245	61	258	230
1731	255	51	242	64
1732	242	221	67	258
1733	197	48	242	64
1734	258	48	242	243
1735	255	51	482	243
1736	255	61	245	227
1737	51	245	258	230
1738	245	61	242	227
1739	388	51	351	243
1740	255	64	242	230
1741	51	48	242	243
1742	64	64	255	221
1743	242	64	258	233
1744	258	51	242	243
1745	242	64	258	51
1746	255	233	67	258
1747	197	51	224	64
1748	258	51	242	243
1749	255	64	242	243
1750	255	51	218	230
1751	64	258	239	243
1752	228	51	245	243
1753	242	61	215	230
1754	255	51	548	243
1755	245	61	258	230
1756	61	258	245	240
1757	242	64	258	51
1758	258	48	242	243
1759	258	61	151	51
1760	255	230	67	252
1761	239	61	255	51
1762	255	51	255	230
1763	258	64	242	227
1764	245	51	255	230
1765	64	258	245	243
1766	258	51	242	243
1767	245	61	255	230
1768	242	64	252	230
1769	258	64	91	64
1770	242	243	54	57
1771	215	64	255	230
1772	245	64	255	230
1773	255	64	582	230
1774	254	48	242	243
1775	64	255	242	243
1776	324	64	218	243
1777	255	51	245	243
1778	215	51	242	243
1779	51	242	227	227
1780	51	64	258	230
1781	218	61	255	230
1782	255	51	242	231
1783	242	64	252	51
1784	218	224	64	258
1785	197	64	242	64
1786	258	64	242	227
1787	255	51	243	230
1788	258	61	245	230
1789	51	245	255	230
1790	231	51	215	227
1791	255	51	258	230
1792	255	48	242	458
1793	212	64	249	227
1794	64	258	239	243
1795	242	64	252	230
1796	245	61	255	227
1797	242	51	255	230
1798	61	255	242	243
1799	51	51	242	230
1800	255	61	245	230
1801	245	64	255	227
1802	306	64	252	64
1803	242	243	54	242
1804	258	48	242	243
1805	242	64	255	233
1806	258	61	245	243
1807	242	64	255	230
1808	61	258	245	243
1809	218	64	242	243
1810	255	51	245	243
1811	191	64	164	64
1812	245	246	54	242
1813	194	61	215	51
1814	255	51	258	230
1815	230	61	242	243
1816	255	51	215	230
1817	61	255	245	243
1818	218	61	255	227
1819	258	48	242	221
1820	248	61	258	230
1821	403	51	242	243
1822	64	245	239	221
1823	255	51	245	243
1824	230	61	245	230
1825	255	48	151	64
1826	242	243	54	242
1827	261	48	221	64
1828	242	64	255	230
1829	258	51	242	246
1830	245	64	215	545
1831	64	261	239	240
1832	51	48	242	230
1833	245	51	255	227
1834	242	64	258	230
1835	255	48	258	230
1836	64	255	242	231
1837	245	61	255	230
1838	258	64	242	243
1839	245	48	255	61
1840	64	294	255	230
1841	51	51	245	243
1842	261	61	245	230
1843	242	64	255	230
1844	242	64	255	51
1845	255	230	67	242
1846	258	61	242	243
1847	242	64	215	230
1848	260	64	255	230
1849	97	61	252	230
1850	64	258	242	240
1851	242	64	258	230
1852	255	61	242	243
1853	242	64	218	230
1854	51	51	245	243
1855	48	245	255	230
1856	255	51	215	230
1857	255	51	245	240
1858	248	48	164	64
1859	582	246	54	245
1860	258	48	245	64
1861	255	64	242	243
1862	255	51	269	243
1863	258	64	242	221
1864	51	245	258	230
1865	64	64	224	243
1866	242	51	231	230
1867	258	51	242	243
1868	255	51	230	230
1869	64	258	245	243
1870	245	64	258	230
1871	255	64	215	243
1872	242	64	255	51
1873	242	230	54	255
1874	194	64	242	64
1875	258	61	242	227
1876	245	61	255	230
1877	258	48	245	231
1878	48	448	255	230
1879	258	51	242	243
1880	242	64	252	236
1881	258	51	242	64
1882	245	64	64	255
1883	258	230	64	64
1884	255	64	779	233
1885	255	51	215	230
1886	258	51	245	243
1887	51	51	245	243
1888	61	64	234	230
1889	242	51	258	230
1890	258	48	242	246
1891	255	51	230	64
1892	258	233	64	255
1893	242	64	258	51
1894	245	61	215	240
1895	245	64	255	230
1896	240	48	242	243
1897	51	563	258	230
1898	258	48	245	234
1899	245	64	255	230
1900	258	51	242	243
1901	51	48	255	230
1902	64	185	239	230
1903	242	64	252	48
1904	245	64	231	227
1905	258	48	167	64
1906	258	230	64	255
1907	243	51	245	64
1908	245	64	239	230
1909	242	64	218	243
1910	245	48	255	230
1911	64	258	242	243
1912	245	51	231	230
1913	258	48	242	243
1914	218	61	255	227
1915	245	64	64	61
1916	245	479	64	64
1917	218	51	242	243
1918	245	61	255	221
1919	255	61	242	240
1920	64	51	242	240
1921	64	109	900	227
1922	245	64	255	230
1923	255	64	215	227
1924	258	64	242	233
1925	64	64	245	230
1926	48	248	221	230
1927	255	51	245	243
1928	242	61	255	230
1929	255	51	215	230
1930	64	258	239	230
1931	64	61	255	227
1932	245	61	242	48
1933	233	61	255	230
1934	258	48	242	64
1935	258	518	64	255
1936	242	64	242	236
1937	245	51	255	227
1938	245	64	242	227
1939	242	48	258	230
1940	64	255	242	243
1941	255	51	242	243
1942	255	64	230	234
1943	245	64	164	51
1944	255	230	67	255
1945	242	64	255	51
1946	242	64	255	230
1947	245	61	255	230
1948	258	48	242	243
1949	51	245	215	243
1950	242	61	242	230
1951	245	61	255	230
1952	224	51	231	230
1953	242	61	67	64
1954	218	243	54	200
1955	242	64	252	221
1956	255	51	245	243
1957	215	51	242	243
1958	737	61	224	243
1959	48	245	255	230
1960	218	61	258	230
1961	258	51	242	231
1962	245	64	252	227
1963	51	51	231	230
1964	61	255	245	243
1965	245	61	255	230
1966	255	51	231	230
1967	255	61	151	51
1968	64	242	258	230
1969	64	61	255	227
1970	242	61	255	230
1971	218	61	164	64
1972	245	61	255	51
1973	258	230	64	224
1974	197	64	255	64
1975	258	51	245	234
1976	255	64	239	243
1977	258	48	242	243
1978	51	245	255	230
1979	258	51	242	243
1980	245	64	255	218
1981	255	51	151	64
1982	242	230	67	258
1983	245	51	255	64
1984	242	61	242	230
1985	245	48	255	230
1986	258	64	245	230
1987	64	245	255	230
1988	48	64	255	233
1989	255	48	224	230
1990	231	48	255	230
1991	242	64	258	64
1992	51	245	564	233
1993	536	61	258	227
1994	218	48	242	243
1995	245	64	258	227
1996	91	64	252	233
1997	48	224	255	230
1998	258	51	242	221
1999	242	67	258	64
2000	231	51	242	230
2001	64	258	242	227
2002	64	61	255	233
2003	242	64	258	230
2004	255	48	242	240
2005	242	64	255	51
2006	255	224	67	242
2007	255	51	242	243
2008	255	51	242	240
2009	218	51	242	243
2010	146	64	255	230
2011	61	258	239	445
2012	242	51	255	230
2013	258	61	242	243
2014	245	64	255	230
2015	258	64	255	51
2016	61	255	242	243
2017	242	64	242	233
2018	242	64	243	230
2019	255	64	179	51
2020	64	245	258	230
2021	64	164	242	234
2022	242	64	255	230
2023	255	64	242	227
2024	242	64	258	51
2025	64	255	242	243
2026	245	61	255	230
2027	255	64	245	243
2028	215	64	242	227
2029	248	64	67	255
2030	603	624	64	118
2031	246	51	239	243
2032	245	64	255	230
2033	258	48	242	243
2034	255	64	242	227
2035	64	258	242	243
2036	242	61	242	227
2037	245	48	255	230
2038	245	61	221	64
2039	245	64	67	255
2040	306	230	64	64
2041	261	51	215	230
2042	258	64	242	243
2043	218	61	255	227
2044	51	51	242	240
2045	48	245	242	230
2046	228	51	245	246
2047	239	64	255	227
2048	258	61	242	51
2049	215	230	67	603
2050	194	64	252	64
2051	258	61	242	243
2052	230	48	255	230
2053	245	61	255	230
2054	61	267	242	243
2055	48	51	215	230
2056	242	51	258	230
2057	258	64	239	243
2058	258	48	215	64
2059	482	243	54	118
2060	255	48	245	243
2061	242	61	215	240
2062	245	61	255	230
2063	91	51	255	230
2064	61	258	242	240
2065	245	64	255	230
2066	258	51	951	243
2067	255	64	242	231
2068	51	51	242	240
2069	48	258	255	230
2070	245	64	255	233
2071	258	51	245	243
2072	245	61	167	51
2073	258	230	64	242
2074	228	51	242	64
2075	245	61	258	230
2076	242	61	255	230
2077	261	61	245	243
2078	51	366	255	230
2079	242	64	252	233
2080	245	64	255	230
2081	255	51	215	230
2082	260	48	255	64
2083	64	255	242	240
2084	258	61	239	230
2085	255	48	215	230
2086	218	48	255	230
2087	255	51	51	48
2088	261	230	67	255
2089	218	61	255	227
2090	258	64	245	221
2091	255	48	245	243
2092	184	51	242	243
2093	51	245	252	233
2094	258	51	245	243
2095	242	64	237	230
2096	258	48	154	64
2097	633	243	54	245
2098	181	48	231	51
2099	255	61	242	243
2100	258	51	242	230
2101	245	48	231	230
2102	64	258	245	243
2103	245	61	524	539
2104	197	61	218	221
2105	245	61	258	230
2106	258	48	245	51
2107	242	243	54	218
2108	245	51	258	64
2109	245	64	255	233
2110	255	51	242	230
2111	258	61	255	230
2112	64	245	255	230
2113	242	61	255	230
2114	255	51	258	230
2115	258	64	242	230
2116	64	530	255	230
2117	51	64	255	233
2118	242	64	258	230
2119	258	51	242	243
2120	245	64	255	48
2121	64	255	215	227
2122	261	48	242	243
2123	242	64	218	243
2124	242	48	255	230
2125	255	51	109	64
2126	258	230	67	258
2127	255	48	242	243
2128	245	64	255	230
2129	255	51	242	243
2130	245	64	252	230
2131	64	255	242	243
2132	242	64	258	230
2133	245	51	255	230
2134	245	61	164	51
2135	258	448	64	255
2136	245	64	255	51
2137	245	61	255	230
2138	258	64	242	230
2139	258	51	231	230
2140	61	694	255	230
2141	48	51	242	243
2142	255	51	215	221
2143	258	48	242	243
2144	218	48	242	64
2145	242	246	54	215
2146	212	61	242	64
2147	215	64	245	230
2148	245	64	255	221
2149	242	64	255	230
2150	61	221	239	227
2151	64	61	255	230
2152	258	48	242	230
2153	242	64	237	230
2154	255	51	342	64
2155	242	243	54	242
2156	258	48	215	61
2157	242	64	258	230
2158	245	64	258	230
2159	242	64	237	230
2160	64	245	221	227
2161	258	48	242	234
2162	255	51	242	230
2163	258	64	233	64
2164	242	243	54	242
2165	258	51	242	61
2166	242	51	258	230
2167	258	61	242	243
2168	224	64	233	243
2169	51	245	255	233
2170	61	64	242	240
2171	237	48	245	243
2172	245	61	255	230
2173	242	61	409	51
2174	245	243	51	242
2175	843	51	239	64
2176	242	64	258	230
2177	255	51	242	243
2178	245	61	255	230
2179	64	258	245	243
2180	242	64	258	218
2181	255	51	224	227
2182	245	64	242	51
2183	245	243	67	245
2184	245	240	54	48
2185	258	51	239	227
2186	231	48	255	230
2187	255	51	245	246
2188	64	64	255	230
2189	61	224	255	230
2190	218	64	255	221
2191	258	51	245	243
2192	215	51	530	64
2193	255	230	67	236
2194	225	48	242	64
2195	258	48	242	243
2196	258	48	242	243
2197	242	64	258	230
2198	64	258	215	230
2199	261	61	215	221
2200	255	51	242	243
2201	258	48	242	243
2202	264	61	231	230
2203	48	245	255	230
2204	231	51	255	230
2205	255	64	245	227
2206	261	48	154	64
2207	218	230	64	239
2208	203	61	242	64
2209	231	48	242	227
2210	218	64	255	230
2211	245	61	615	243
2212	64	585	239	243
2213	218	64	242	243
2214	245	61	255	230
2215	258	61	151	51
2216	258	48	100	51
2217	255	230	67	252
2218	245	64	258	221
2219	255	64	218	243
2220	245	61	242	230
2221	225	51	245	243
2222	61	242	245	224
2223	255	64	242	243
2224	242	64	255	233
2225	258	48	242	64
2226	51	245	258	230
2227	64	64	242	233
2228	218	64	245	230
2229	258	48	242	230
2230	245	61	258	51
2231	51	245	255	227
2232	242	64	255	227
2233	255	51	245	243
2234	242	64	255	227
2235	261	48	60	51
2236	245	240	54	242
2237	255	51	245	218
2238	258	64	242	243
2239	245	64	258	230
2240	325	51	242	243
2241	61	255	245	240
2242	258	48	242	243
2243	245	61	255	230
2244	258	51	151	64
2245	245	233	64	242
2246	181	51	255	64
2247	218	64	255	227
2248	255	64	215	343
2249	233	64	252	442
2250	222	51	245	243
2251	48	245	215	246
2252	258	48	242	230
2253	221	48	242	243
2254	258	48	215	64
2255	242	243	54	245
2256	194	64	242	64
2257	245	64	218	227
2258	245	64	255	233
2259	382	64	252	233
2260	61	258	242	218
2261	258	51	242	243
2262	215	64	255	230
2263	258	64	245	231
2264	258	48	242	243
2265	51	215	242	243
2266	221	61	255	230
2267	258	51	242	243
2268	255	51	218	509
2269	48	245	255	227
2270	51	51	245	243
2271	258	48	218	230
2272	258	61	245	227
2273	255	51	245	51
2274	242	243	54	224
2275	242	61	255	51
2276	245	61	255	230
2277	258	51	242	218
2278	436	64	258	230
2279	61	258	242	243
2280	242	64	255	221
2281	258	51	242	243
2282	255	64	148	51
2283	258	230	67	258
2284	191	64	258	64
2285	261	48	230	994
2286	215	51	242	243
2287	258	48	242	588
2288	64	258	242	243
2289	51	51	242	243
2290	255	51	245	243
2291	242	48	237	230
2292	255	64	245	51
2293	242	243	67	245
2294	258	64	218	64
2295	258	51	242	243
2296	218	64	258	230
2297	539	64	234	230
2298	64	258	242	243
2299	215	64	239	227
2300	248	64	255	227
2301	242	64	255	230
2302	231	51	121	64
2303	261	227	67	146
2304	258	64	215	243
2305	245	64	255	230
2306	255	51	242	243
2307	51	64	255	230
2308	64	227	218	230
2309	258	51	218	230
2310	255	51	242	243
2311	245	61	164	51
2312	245	243	51	242
2313	200	48	255	64
2314	258	48	258	230
2315	255	64	245	243
2316	612	64	252	230
2317	64	258	239	230
2318	48	51	242	243
2319	258	51	242	240
2320	242	64	243	227
2321	255	64	245	243
2322	48	969	245	231
2323	245	64	218	243
2324	245	61	231	227
2325	255	51	242	243
2326	224	64	245	48
2327	245	230	54	255
2328	245	61	255	230
2329	231	51	242	243
